Year,Title,Source,Link,Output,Task,Query,Structured,Cost,Model,Learning,Start,Stop,Others
2008,Assessing the Costs of Machine-Assisted Corpus Annotation through a User Study,ACL,https://aclanthology.org/L08-1367,Sequence_labeling,POS,Others,-,"Measurement,Directly_reducing_cost",-,-,-,-,-
2007,An Approach to Text Corpus Construction which Cuts Annotation Costs and Maintains Reusability of Annotated Data,ACL,https://aclanthology.org/D07-1051,Sequence_labeling,NER,Disagreement,-,-,Model_mismatch,-,-,Stop,-
2007,Active Learning for Word Sense Disambiguation with Methods for Addressing the Class Imbalance Problem,ACL,https://aclanthology.org/D07-1082,Classification,WSD,Uncertainty,-,-,-,-,-,Stop,Data_imbalance
2007,Domain Adaptation with Active Learning for Word Sense Disambiguation,ACL,https://aclanthology.org/P07-1007,Classification,WSD,Uncertainty,-,-,-,Transfer_learning,-,-,-
2007,Active Learning for the Identification of Nonliteral Language,ACL,https://aclanthology.org/W07-0104,Classification,WSD,Uncertainty,-,-,-,-,-,-,-
2007,Active Learning for Part-of-Speech Tagging: Accelerating Corpus Annotation,ACL,https://aclanthology.org/W07-1516,Sequence_labeling,POS,"Uncertainty,Disagreement",Full,-,-,-,-,-,-
2006,An Empirical Study of the Behavior of Active Learning for Word Sense Disambiguation,ACL,https://aclanthology.org/N06-1016,Classification,WSD,Uncertainty,-,-,-,-,-,-,-
2006,MMR-based Active Machine Learning for Bio Named Entity Recognition,ACL,https://aclanthology.org/N06-2018,Sequence_labeling,NER,"Uncertainty,Discriminative,Hybrid(simple)",Full,-,-,-,-,-,-
2006,Active Annotation,ACL,https://aclanthology.org/W06-2209,Sequence_labeling,NER,Uncertainty,-,Directly_reducing_cost,-,-,Seed,-,-
2005,Low cost portability for statistical machine transla- tion based in N-gram frequency and TF-IDF,ACL,https://aclanthology.org/2005.iwslt-1.7,Generation,MT,Discriminative,-,-,-,-,-,-,-
2005,Investigating the Effects of Selective Sampling on the Annotation Task,ACL,https://aclanthology.org/W05-0619,Sequence_labeling,NER,Disagreement,-,Measurement,-,-,-,-,-
2004,Sample Selection for Statistical Parsing,ACL,https://aclanthology.org/J04-3001,Complex_structured_prediction,Parsing,Uncertainty,Full,-,-,-,-,-,-
2004,Ensemble-based Active Learning for Parse Selection,ACL,https://aclanthology.org/N04-1012,Complex_structured_prediction,Parsing,"Uncertainty,Disagreement",-,-,-,-,-,-,-
2004,Multi-Criteria-based Active Learning for Named Entity Recognition,ACL,https://aclanthology.org/P04-1075,Sequence_labeling,NER,"Uncertainty,Density,Batch_diversity,Hybrid(simple),Hybrid(multi_step)",Partial,-,-,-,-,-,-
2004,Active Learning and the Total Cost of Annotation,ACL,https://aclanthology.org/W04-3202,Complex_structured_prediction,Parsing,Uncertainty,-,Directly_reducing_cost,Model_mismatch,-,-,-,-
2003,Active Learning for Classifying Phone Sequences from Unsupervised Phonotactic Models,ACL,https://aclanthology.org/N03-2007,Classification,Others,Uncertainty,-,-,-,-,-,-,-
2003,Active learning for HPSG parse selection,ACL,https://aclanthology.org/W03-0403,Complex_structured_prediction,Parsing,"Uncertainty,Disagreement",-,-,Model_mismatch,-,-,-,-
2002,Active Learning for Statistical Natural Language Parsing,ACL,https://aclanthology.org/P02-1016,Complex_structured_prediction,Parsing,"Uncertainty,Batch_diversity,Hybrid(multi_step)",Full,-,-,-,-,-,-
2002,An Empirical Study of Active Learning with Support Vector Machines forJapanese Word Segmentation,ACL,https://aclanthology.org/P02-1064,Sequence_labeling,Segmentation,Uncertainty,Partial,-,-,-,-,-,-
2001,Scaling to Very Very Large Corpora for Natural Language Disambiguation,ACL,https://aclanthology.org/P01-1005,Classification,Others,Disagreement,-,-,-,-,-,-,-
2000,Rule Writing or Annotation: Cost-efficient Resource Usage for Base Noun Phrase Chunking,ACL,https://aclanthology.org/P00-1016,Sequence_labeling,Segmentation,Disagreement,Full,Measurement,-,-,-,-,-
2000,Sample Selection for Statistical Grammar Induction,ACL,https://aclanthology.org/W00-1306,Complex_structured_prediction,Parsing,Uncertainty,Full,-,-,-,-,-,-
1998,Selective Sampling for Example-based Word Sense Disambiguation,ACL,https://aclanthology.org/J98-4002,Classification,WSD,Uncertainty,-,-,-,-,-,-,-
1996,Minimizing Manual Annotation Cost in Supervised Training from Corpora,ACL,https://aclanthology.org/P96-1042,Sequence_labeling,POS,Disagreement,-,-,-,-,-,-,-
2022,Active Learning Helps Pretrained Models Learn the Intended Task,cs.CL,-,Classification,"Others,Classification",Uncertainty,-,-,-,Transfer_learning,-,-,-
2022,Active Few-Shot Learning with FASL,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,Stop,-
2022,Onception: Active Learning with Expert Advice for Real World Machine Translation,cs.CL,-,Generation,MT,"Disagreement,Others(special)",-,-,-,-,-,-,-
2022,Dominant Set-based Active Learning for Text Classification and its Application to Online Social Media,cs.CL,-,Classification,Social,"Uncertainty,Diversity",-,-,-,-,-,-,-
2022,Active Learning Over Multiple Domains in Natural Language Tasks,cs.CL,-,Classification,"Sentiment,Question_answering","Uncertainty,Discriminative",-,-,-,-,-,-,-
2022,Impact of Stop Sets on Stopping Active Learning for Text Classification,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,Stop,-
2021,Hitting the Target: Stopping Active Learning at the Cost-Based Optimum,cs.CL,-,Others,Others,Others,-,-,-,-,-,Stop,-
2021,Active Learning for Event Extraction with Memory-based Loss Prediction Model,cs.CL,-,Sequence_labeling,Event,"Uncertainty,Diversity,Performance_prediction",-,-,-,-,-,-,-
2021,Diversity Enhanced Active Learning with Strictly Proper Scoring Rules,cs.CL,-,Classification,Classification,"Uncertainty,Diversity",-,-,-,-,-,-,-
2021,Single-Modal Entropy based Active Learning for Visual Question Answering,cs.CL,-,Classification,Visual_question_answering,"Uncertainty,Performance_prediction,Discriminative",-,-,-,-,-,-,-
2021,Active Learning for Argument Mining: A Practical Approach,cs.CL,-,Sequence_labeling,Discourse,"Uncertainty,Diversity",-,-,-,-,AL_stage,-,-
2021,Improving Question Answering Performance Using Knowledge Distillation and Active Learning,cs.CL,-,Sequence_labeling,Question_answering,"Uncertainty,Diversity",-,-,-,-,-,-,-
2021,Active learning for reducing labeling effort in text classification tasks,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,-,-
2021,Deep Active Learning for Text Classification with Diverse Interpretations,cs.CL,-,Classification,Classification,"Diversity,Uncertainty",-,-,-,-,-,-,-
2021,Small-Text: Active Learning for Text Classification in Python,cs.CL,-,Classification,Classification,Others,-,-,-,-,-,-,Tools
2020,Active Learning from Crowd in Document Screening,cs.CL,-,Classification,Classification,Others,-,-,-,-,-,-,Crowdsourcing
2020,Medical symptom recognition from patient text: An active learning approach for long-tailed multilabel distributions,cs.CL,-,Classification,Classification,Diversity,-,-,-,-,-,-,Data_imbalance
2020,Exemplar Guided Active Learning,cs.CL,-,Classification,WSD,"Uncertainty,Representative",-,-,-,-,-,-,Data_imbalance
2020,Active Learning for Product Type Ontology Enhancement in E-commerce,cs.CL,-,Classification,Others,Others,-,-,-,-,-,-,-
2020,Cost-Quality Adaptive Active Learning for Chinese Clinical Named Entity Recognition,cs.CL,-,Sequence_labeling,NER,Uncertainty,-,Cost_sensitive,-,-,-,-,-
2020,A Survey of Active Learning for Text Classification using Deep Neural Networks,cs.CL,-,Others,Others,Others,-,-,-,-,-,-,-
2020,Active Learning for Video Description With Cluster-Regularized Ensemble Ranking,cs.CL,-,Generation,Others,"Uncertainty,Disagreement,Diversity",-,-,-,-,-,-,-
2020,"Annotating Social Determinants of Health Using Active Learning, and Characterizing Determinants Using Neural Event Extraction",cs.CL,-,Others,Event,"Uncertainty,Representative",-,-,-,-,-,-,-
2020,Integrating Crowdsourcing and Active Learning for Classification of Work-Life Events from Tweets,cs.CL,-,Classification,Social,"Uncertainty,Disagreement",-,-,-,-,-,-,Crowdsourcing
2020,Early Forecasting of Text Classification Accuracy and F-Measure with Active Learning,cs.CL,-,Classification,Classification,Others,-,-,-,-,-,Stop,-
2020,LTP: A New Active Learning Strategy for CRF-Based Named Entity Recognition,cs.CL,-,Sequence_labeling,NER,Uncertainty,-,-,-,-,-,-,-
2019,Deep Bayesian Active Learning for Multiple Correct Outputs,cs.CL,-,Generation,Visual_question_answering,Uncertainty,-,-,-,-,-,-,-
2019,Using Error Decay Prediction to Overcome Practical Issues of Deep Active Learning for Named Entity Recognition,cs.CL,-,Sequence_labeling,NER,"Performance_prediction,Representative",-,-,-,-,-,-,-
2019,NE-LP: Normalized Entropy and Loss Prediction based Sampling for Active Learning in Chinese Word Segmentation on EHRs,cs.CL,-,Sequence_labeling,Others,"Performance_prediction,Uncertainty",-,-,-,-,-,-,-
2019,Active Annotation: bootstrapping annotation lexicon and guidelines for supervised NLU learning,cs.CL,-,Classification,Others,Representative,-,-,-,-,-,-,-
2019,Privacy-preserving Active Learning on Sensitive Data for User Intent Classification,cs.CL,-,Classification,Others,Others(special),-,-,-,-,-,-,-
2019,The Use of Unlabeled Data versus Labeled Data for Stopping Active Learning for Text Classification,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,Stop,-
2019,Stopping Active Learning based on Predicted Change of F Measure for Text Classification,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,Stop,-
2018,"OpenTag: Open Attribute Value Extraction from Product Profiles [Deep Learning, Active Learning, Named Entity Recognition]",cs.CL,-,Sequence_labeling,NER,Disagreement,-,-,-,-,-,-,-
2018,Impact of Batch Size on Stopping Active Learning for Text Classification,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,-,-,Stop,-
2017,Deep Active Learning for Named Entity Recognition,cs.CL,-,Sequence_labeling,NER,Uncertainty,-,-,-,-,-,-,-
2017,On Using Active Learning and Self-Training when Mining Performance Discussions on Stack Overflow,cs.CL,-,Classification,Classification,Uncertainty,-,-,-,Semi_supervised,-,-,-
2016,Active Learning for Speech Recognition: the Power of Gradients,cs.CL,-,Sequence_labeling,Others,Gradient,-,-,-,-,-,-,-
2016,Active Discriminative Text Representation Learning,cs.CL,-,Classification,Classification,Gradient,-,-,-,-,-,-,-
2009,Active Learning for Mention Detection: A Comparison of Sentence Selection Strategies,cs.CL,-,Sequence_labeling,NER,"Uncertainty,Disagreement",-,-,-,-,-,-,-
2022,A Comparative Survey of Deep Active Learning,Others,-,Classification,Others,Others,-,-,-,-,-,-,-
2022,Active Learning on Pre-trained Language Model with Task-Independent Triplet Loss,Others,-,"Classification,Complex_structured_prediction","Classification,Others",Diversity,-,-,-,-,-,-,-
2021,Batch Active Learning at Scale,Others,-,Classification,Others,Hybrid(multi_step),-,Wait_time,-,-,-,-,-
2021,DeepAL: Deep Active Learning in Python,Others,-,Others,Others,Others,-,-,-,-,-,-,Tools
2021,Multi-Domain Active Learning: A Comparative Study,Others,-,Classification,Others,Others,-,-,-,-,-,-,-
2020,Active Learning: Problem Settings and Recent Developments,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2020,Active adversarial domain adaptation,Others,-,Classification,Others,Discriminative,-,-,-,Transfer_learning,-,-,-
2020,"Query Strategies, Assemble! Active Learning with Expert Advice for Low-resource Natural Language Processing",Others,-,Sequence_labeling,Others,"Performance_prediction,Hybrid(dynamic)",-,-,-,-,-,-,-
2020,Active Learning Stopping Strategies for Technology-Assisted Sensitivity Review,Others,-,Others,Others,Others,-,-,-,-,-,Stop,-
2020,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",Others,-,Others,Others,Hybrid(integrated),-,-,-,-,-,-,-
2020,Rethinking deep active learning: Using unlabeled data at model training,Others,-,Others,Others,Others,-,-,-,Semi_supervised,-,-,-
2020,Merging Weak and Active Supervision for Semantic Parsing,Others,-,Generation,Others,"Performance_prediction,Uncertainty,Batch_diversity",Partial,-,-,Weak_supervision,-,-,-
2019,Batch Active Learning Using Determinantal Point Processes,Others,-,Others,Others,"Uncertainty,Batch_diversity,Hybrid(integrated)",-,-,-,-,-,-,-
2019,Self-Paced Active Learning: Query the Right Thing at the Right Time,Others,-,Others,Others,Others(special),-,-,-,-,-,-,-
2019,Variational Adversarial Active Learning,Others,-,Others,Others,Discriminative,-,-,-,Semi_supervised,-,-,-
2019,Diverse mini-batch Active Learning,Others,-,Others,Others,"Batch_diversity,Hybrid(integrated)",-,-,-,-,-,-,-
2019,Discriminative Active Learning,Others,-,Others,Others,Discriminative,-,-,-,-,-,-,-
2019,Learning Loss for Active Learning,Others,-,Others,Others,Performance_prediction,-,-,-,-,-,-,-
2019,Active learning with partial feedback,Others,-,Classification,Classification,Others,Partial,Wait_time,-,-,-,-,-
2018,Adversarial active learning for deep networks: a margin based approach,Others,-,Others,Others,Uncertainty,-,-,-,-,-,-,-
2018,Adversarial active learning for sequence labeling and generation,Others,-,"Sequence_labeling,Generation",Others,Discriminative,-,-,-,-,-,-,-
2018,Active Learning for Neural Machine Translation,Others,-,Generation,MT,Others,-,-,-,-,-,-,-
2018,Active Learning for Convolutional Neural Networks: A Core-Set Approach,Others,-,Others,Others,"Uncertainty,Diversity",-,-,-,-,-,-,-
2017,Deep Active Learning over the Long Tail,Others,-,Others,Others,"Uncertainty,Diversity",-,-,-,-,AL_stage,-,-
2017,Active Learning for Black-Box Semantic Role Labeling with Neural Factors,Others,-,Others,SRL,Performance_prediction,-,-,-,Semi_supervised,-,-,-
2017,Cost-Effective Active Learning from Diverse Labelers,Others,-,Classification,Others,Uncertainty,-,Cost_sensitive,-,-,-,-,-
2017,Active Learning for Structured Prediction from Partially Labeled Data,Others,-,Others,Others,Others,Partial,-,-,-,-,-,-
2017,Learning algorithms for active learning,Others,-,Classification,Others,Performance_prediction,-,-,-,-,-,-,-
2017,Deep Bayesian Active Learning with Image Data,Others,-,Others,Others,Disagreement,-,-,-,-,-,-,-
2016,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2016,Re-active learning: Active learning with relabeling,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2016,Cost-effective active learning for deep image classification,Others,-,Classification,Others,Others,-,-,-,Semi_supervised,-,-,-
2015,Active learning by learning,Others,-,Classification,Others,Performance_prediction,-,-,-,-,-,-,-
2015,A study of active learning methods for named entity recognition in clinical text,Others,-,Sequence_labeling,NER,Others,-,Measurement,-,-,-,-,-
2015,An active learning approach to coreference resolution,Others,-,Others,Coreference,Others,Partial,-,-,-,-,-,-
2013,Active learning for cross-domain sentiment classification,Others,-,Classification,Others,"Disagreement,Uncertainty",-,-,-,Transfer_learning,-,-,-
2014,Active learning for crowdsourcing using knowledge transfer,Others,-,Classification,Others,Others,-,-,-,Transfer_learning,-,-,Crowdsourcing
2013,Latent Structured Active Learning,Others,-,Others,Others,Others,Partial,-,-,Semi_supervised,-,-,-
2013,Class imbalance and active learning,Others,-,Classification,Others,Others,-,-,-,-,-,-,Data_imbalance
2012,Active learning for clinical text classification: is it better than random sampling?,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2011,From theories to queries: Active learning in practice,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2011,active supervised domain adaptation,Others,-,Classification,Classification,Uncertainty,-,-,-,Transfer_learning,-,-,-
2011,Bayesian active learning for classification and preference learning,Others,-,Others,Others,"Uncertainty,Disagreement",-,-,-,-,-,-,-
2011,Two faces of active learning,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2011,Active learning from crowds,Others,-,Classification,Others,Uncertainty,-,-,-,-,-,-,Crowdsourcing
2011,Active learning with subsequence sampling strategy for sequence labeling tasks,Others,-,Sequence_labeling,"Others,NER",Uncertainty,Partial,-,-,-,-,-,-
2010,Off to a good start: Using clustering to select the initial training set in active learning,Others,-,Classification,Others,Uncertainty,-,-,-,-,Seed,-,-
2010,Active Learning With Sampling by Uncertainty and Density for Data Annotations,Others,-,Classification,"Classification,WSD","Uncertainty,Density,Hybrid(simple),Hybrid(multi_step)",-,Wait_time,-,-,-,-,-
2010,Inactive learning?: difficulties employing active learning in practice,Others,-,Others,Others,Others,-,-,-,-,-,-,-
2009,Active learning for object classification: from exploration to exploitation,Others,-,Classification,Others,"Uncertainty,Density,Hybrid(simple)",-,-,-,-,-,-,-
2009,Reducing Class Imbalance during Active Learning for Named Entity Annotation,Others,-,Classification,Others,Uncertainty,-,-,-,-,-,-,Data_imbalance
2008,Proactive Learning: Cost-Sensitive Active Learning with Multiple Imperfect Oracles,Others,-,Classification,Others,Uncertainty,-,Cost_sensitive,-,-,-,-,-
2008,Return on investment for active learning,Others,-,Sequence_labeling,POS,"Uncertainty,Disagreement",-,Cost_sensitive,-,-,-,-,-
2008,Actively transfer domain knowledge,Others,-,Classification,Others,Uncertainty,-,-,-,Transfer_learning,-,-,-
2008,Active learning with real annotation costs,Others,-,"Classification,Sequence_labeling",NER,Uncertainty,-,"Measurement,Cost_sensitive",-,-,-,-,-
2008,A stopping criterion for active learning,Others,-,"Classification,Sequence_labeling",Others,Uncertainty,-,-,-,-,-,Stop,-
2008,Active learning for pipeline models,Others,-,Complex_structured_prediction,Others,Uncertainty,Full,-,-,-,-,-,-
2007,Dual strategy active learning,Others,-,Classification,Others,Hybrid(dynamic),-,-,-,-,AL_stage,-,-
2007,Learning on the border: active learning in imbalanced data classification,Others,-,Classification,Others,Uncertainty,-,Wait_time,-,-,-,Stop,Data_imbalance
2007,Active learning for logistic regression: an evaluation,Others,-,Classification,Classification,"Uncertainty,Disagreement",-,-,-,-,-,-,-
2006,Margin-based active learning for structured output spaces,Others,-,Complex_structured_prediction,Others,Uncertainty,Partial,-,-,-,-,-,-
2005,Reducing labeling effort for structured prediction tasks,Others,-,Sequence_labeling,Others,Uncertainty,Full,"Measurement,Directly_reducing_cost",-,-,-,-,-
2004,Active Learning Using Pre-clustering,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2004,Using cluster-based sampling to select initial training set for active learning in text classification,Others,-,Classification,Others,Uncertainty,-,-,-,-,Seed,-,-
2003,Representative sampling for text classification using support vector machines,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2003,Incorporating diversity in active learning with support vector machines,Others,-,Classification,Others,Representative,-,-,-,-,-,-,-
2001,Active Hidden Markov Models for Information Extraction,Others,-,Sequence_labeling,Others,Uncertainty,Partial,-,-,-,-,-,-
2001,Support vector machine active learning with applications to text classification,Others,-,Classification,Others,Others,-,-,-,-,-,-,-
2001,Toward Optimal Active Learning through Sampling Estimation of Error Reduction,Others,-,Classification,Others,"Uncertainty,Performance_prediction",-,Wait_time,-,-,-,-,-
2000,Less is more: Active learning with support vector machines,Others,-,Classification,Others,Uncertainty,-,-,-,-,-,Stop,-
1999,Active learning for natural language parsing and information extraction,Others,-,Sequence_labeling,Others,Heuristic,-,-,-,-,-,-,-
1998,Employing EM and pool-based active learning for text classification,Others,-,Classification,Others,"Uncertainty,Representative",-,-,-,Semi_supervised,-,-,-
1996,Active learning with statistical models,Others,-,Others,Others,Others,-,-,-,-,-,-,-
1994,Improving generalization with active learning,Others,-,Others,Others,Disagreement,-,-,-,Semi_supervised,-,-,-
1994,Heterogeneous uncertainty sampling for supervised learning,Others,-,Others,Others,Others,-,-,Model_mismatch,-,-,-,-
1994,A sequential algorithm for training text classifiers,Others,-,Others,Others,Uncertainty,-,-,-,-,-,-,-
1992,Query by committee,Others,-,Others,Others,Disagreement,-,-,-,-,-,-,-
